instance_id,bin_capacity,bins_array,method,time_taken,clauses
0,10,"[5, 5]",BruteForce,8.186082821339369,8
0,10,"[4, 6]",BruteForce,8.186082821339369,8
0,10,"[3, 7]",BruteForce,8.186082821339369,8
0,10,"[3, 3, 4]",BruteForce,8.186082821339369,8
0,10,"[2, 8]",BruteForce,8.186082821339369,8
0,10,"[2, 4, 4]",BruteForce,8.186082821339369,8
0,10,"[2, 3, 5]",BruteForce,8.186082821339369,8
0,10,"[2, 2, 6]",BruteForce,8.186082821339369,8
0,10,"[2, 2, 3, 3]",BruteForce,8.186082821339369,8
0,10,"[2, 2, 2, 4]",BruteForce,8.186082821339369,8
0,10,"[2, 2, 2, 2, 2]",BruteForce,8.186082821339369,8
0,10,"[1, 4, 5]",BruteForce,8.186082821339369,8
0,10,"[1, 3, 6]",BruteForce,8.186082821339369,8
0,10,"[1, 3, 3, 3]",BruteForce,8.186082821339369,8
0,10,"[1, 2, 7]",BruteForce,8.186082821339369,8
0,10,"[1, 2, 3, 4]",BruteForce,8.186082821339369,8
0,10,"[1, 2, 2, 5]",BruteForce,8.186082821339369,8
0,10,"[1, 2, 2, 2, 3]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 8]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 4, 4]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 3, 5]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 2, 6]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 2, 3, 3]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 2, 2, 4]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 2, 2, 2, 2]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 7]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 3, 4]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 2, 5]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 2, 2, 3]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 6]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 3, 3]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 2, 4]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 2, 2, 2]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 1, 5]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 1, 2, 3]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 1, 1, 4]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 1, 1, 2, 2]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 1, 1, 1, 3]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 2]",BruteForce,8.186082821339369,8
0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",BruteForce,8.186082821339369,8
1,7,"[3, 4]",BruteForce,0.048333313316106796,8
1,7,"[2, 5]",BruteForce,0.048333313316106796,8
1,7,"[2, 2, 3]",BruteForce,0.048333313316106796,8
2,11,"[4, 7]",BruteForce,19.045582972466946,9
2,11,"[3, 8]",BruteForce,19.045582972466946,9
2,11,"[3, 4, 4]",BruteForce,19.045582972466946,9
2,11,"[3, 3, 5]",BruteForce,19.045582972466946,9
2,11,"[2, 9]",BruteForce,19.045582972466946,9
2,11,"[2, 4, 5]",BruteForce,19.045582972466946,9
2,11,"[2, 3, 3, 3]",BruteForce,19.045582972466946,9
2,11,"[2, 2, 7]",BruteForce,19.045582972466946,9
2,11,"[2, 2, 3, 4]",BruteForce,19.045582972466946,9
2,11,"[2, 2, 2, 5]",BruteForce,19.045582972466946,9
